C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_3583.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_3849.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_5633.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_5635.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_5951.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3583.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3849.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_5633.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_3583.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\(U)BOWTIE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_3583.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_16513.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_54.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Dana_54.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Lana_54.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_16513.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3506.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_54.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_16513.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_3506.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_54.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_3506.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ADVISE_INFLUENCE,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_54.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_15315.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_3631.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_56.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Dana_3631.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Lana_3631.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_15315.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3631.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_56.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_15315.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_3631.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_3631.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AFRAID,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_56.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_3571.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_5041.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_63.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Dana_63.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Lana_63.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3571.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_63.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_3571.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_63.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_3571.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\AGAIN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_63.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_15733.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_15931.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_15962.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_3986.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_99.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Dana_99.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Lana_99.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3986.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_99.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_99.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ANSWER,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_99.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_112.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_5091.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Dana_112.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Lana_112.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_112.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3442.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_5091.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_112.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_3435.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_112.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\APPOINTMENT,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Tyler_3435.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_128.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_16219.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_5897.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Brady_5989.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_128.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_16220.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_3843.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Liz_5897.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Test_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_128.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_16220.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_3843.mov
C:\Users\Devin\Documents\GitHub\ASL_Data\Train_Data\ART_DESIGN,C:\Users\Devin\Documents\GitHub\ASL_Data\Videos\Naomi_5897.mov
